zf-C2H2	PF00096.28	ENSG00000088876.13	478	500
zf-C2H2	PF00096.28	ENSG00000088876.13	506	528
zf-C2H2	PF00096.28	ENSG00000088876.13	534	556
zf-C2H2	PF00096.28	ENSG00000088876.13	562	584
zf-C2H2	PF00096.28	ENSG00000088876.13	590	612
zf-C2H2	PF00096.28	ENSG00000088876.13	618	640
zf-C2H2	PF00096.28	ENSG00000102554.14	373	397
zf-C2H2	PF00096.28	ENSG00000102554.14	403	427
zf-C2H2	PF00096.28	ENSG00000102554.14	433	455
zf-C2H2	PF00096.28	ENSG00000215397.4	155	177
zf-C2H2	PF00096.28	ENSG00000215397.4	212	234
zf-C2H2	PF00096.28	ENSG00000215397.4	240	262
Pou	PF00157.19	ENSG00000152192.8	263	337
Homeodomain	PF00046.31	ENSG00000152192.8	356	412
zf-C2H2	PF00096.28	ENSG00000130684.14	208	230
zf-C2H2	PF00096.28	ENSG00000130684.14	236	258
zf-C2H2	PF00096.28	ENSG00000130684.14	264	286
zf-C2H2	PF00096.28	ENSG00000130684.14	292	314
zf-C2H2	PF00096.28	ENSG00000130684.14	320	342
zf-C2H2	PF00096.28	ENSG00000130684.14	348	370
zf-C2H2	PF00096.28	ENSG00000130684.14	376	398
zf-C2H2	PF00096.28	ENSG00000130684.14	404	426
zf-C2H2	PF00096.28	ENSG00000130684.14	432	454
zf-C2H2	PF00096.28	ENSG00000130684.14	460	482
zf-C2H2	PF00096.28	ENSG00000130684.14	488	510
zf-C2H2	PF00096.28	ENSG00000130684.14	516	538
zf-C2H2	PF00096.28	ENSG00000130684.14	628	650
zf-C2H2	PF00096.28	ENSG00000130684.14	685	707
zf-C2H2	PF00096.28	ENSG00000130684.14	713	735
HMG_box	PF00505.21	ENSG00000124191.18	246	314
HMG_box	PF00505.21	ENSG00000125285.6	8	76
zf-C2H2	PF00096.28	ENSG00000187792.5	140	162
zf-C2H2	PF00096.28	ENSG00000187792.5	168	190
zf-C2H2	PF00096.28	ENSG00000187792.5	196	218
zf-C2H2	PF00096.28	ENSG00000187792.5	224	246
zf-C2H2	PF00096.28	ENSG00000187792.5	252	274
zf-C2H2	PF00096.28	ENSG00000187792.5	280	302
zf-C2H2	PF00096.28	ENSG00000187792.5	308	330
zf-C2H2	PF00096.28	ENSG00000187792.5	336	358
zf-C2H2	PF00096.28	ENSG00000187792.5	364	386
zf-C2H2	PF00096.28	ENSG00000187792.5	419	441
Forkhead	PF00250.20	ENSG00000150907.10	160	248
Homeodomain	PF00046.31	ENSG00000175329.13	83	139
zf-BED	PF02892.17	ENSG00000100426.7	118	166
zf-BED	PF02892.17	ENSG00000100426.7	288	336
zf-BED	PF02892.17	ENSG00000100426.7	459	506
zf-BED	PF02892.17	ENSG00000100426.7	561	609
HMG_box	PF00505.21	ENSG00000182968.5	51	119
zf-C2H2	PF00096.28	ENSG00000124216.4	180	202
zf-C2H2	PF00096.28	ENSG00000124216.4	208	230
bZIP_Maf	PF03131.19	ENSG00000156273.16	528	622
bZIP_1	PF00170.23	ENSG00000156273.16	558	618
bZIP_2	PF07716.17	ENSG00000156273.16	560	606
Ets	PF00178.24	ENSG00000157557.13	399	478
zf-CCCH	PF00642.26	ENSG00000139797.8	191	217
HMG_box	PF00505.21	ENSG00000203883.7	85	153
zf-C2H2	PF00096.28	ENSG00000020256.20	175	197
zf-C2H2	PF00096.28	ENSG00000020256.20	203	225
zf-C2H2	PF00096.28	ENSG00000020256.20	231	253
zf-C2H2	PF00096.28	ENSG00000020256.20	259	281
zf-C2H2	PF00096.28	ENSG00000020256.20	371	394
zf-C2H2	PF00096.28	ENSG00000173276.14	670	692
zf-C2H2	PF00096.28	ENSG00000173276.14	1043	1065
zf-C2H2	PF00096.28	ENSG00000101115.13	382	404
zf-C2H2	PF00096.28	ENSG00000101115.13	410	432
zf-C2H2	PF00096.28	ENSG00000101115.13	594	616
zf-C2H2	PF00096.28	ENSG00000101115.13	626	648
zf-C2H2	PF00096.28	ENSG00000101115.13	872	892
zf-C2H2	PF00096.28	ENSG00000101115.13	898	920
Runt	PF00853.21	ENSG00000159216.19	78	206
HLH	PF00010.28	ENSG00000125533.6	117	171
TF_AP-2	PF03299.16	ENSG00000087510.7	224	419
zf-C2H2	PF00096.28	ENSG00000230797.3	311	335
zf-C2H2	PF00096.28	ENSG00000230797.3	341	365
RHD_DNA_bind	PF00554.24	ENSG00000101096.20	410	570
HLH	PF00010.28	ENSG00000159263.16	2	53
Forkhead	PF00250.20	ENSG00000189299.7	191	281
DM	PF00751.20	ENSG00000176399.4	93	139
zf-C2H2	PF00096.28	ENSG00000067082.15	200	224
zf-C2H2	PF00096.28	ENSG00000067082.15	230	254
zf-C2H2	PF00096.28	ENSG00000067082.15	260	282
GATA	PF00320.29	ENSG00000130700.7	189	223
GATA	PF00320.29	ENSG00000130700.7	243	277
MH1	PF03165.18	ENSG00000120693.14	34	135
zf-C2H2	PF00096.28	ENSG00000102349.18	274	298
zf-C2H2	PF00096.28	ENSG00000102349.18	304	328
zf-C2H2	PF00096.28	ENSG00000102349.18	334	356
Homeodomain	PF00046.31	ENSG00000113430.10	169	228
zf-C2H2	PF00096.28	ENSG00000179388.9	275	299
zf-C2H2	PF00096.28	ENSG00000179388.9	305	327
zf-C2H2	PF00096.28	ENSG00000179388.9	333	355
COE1_DBD	PF16422.7	ENSG00000221818.9	16	246
zf-C2H2	PF00096.28	ENSG00000141956.14	438	460
zf-C2H2	PF00096.28	ENSG00000141956.14	526	548
zf-C2H2	PF00096.28	ENSG00000141956.14	756	778
zf-C2H2	PF00096.28	ENSG00000141956.14	784	806
zf-C2H2	PF00096.28	ENSG00000141956.14	896	919
Homeodomain	PF00046.31	ENSG00000126778.12	127	181
Homeodomain	PF00046.31	ENSG00000147421.18	268	339
Homeodomain	PF00046.31	ENSG00000160199.15	260	317
LAG1-DNAbind	PF09271.13	ENSG00000124232.11	69	206
HMG_box	PF00505.21	ENSG00000171056.8	45	113
Homeodomain	PF00046.31	ENSG00000184302.7	129	185
Homeodomain	PF00046.31	ENSG00000100625.9	228	280
zf-NF-X1	PF01422.19	ENSG00000086102.19	373	378
zf-NF-X1	PF01422.19	ENSG00000086102.19	404	409
zf-NF-X1	PF01422.19	ENSG00000086102.19	436	445
zf-NF-X1	PF01422.19	ENSG00000086102.19	453	470
zf-NF-X1	PF01422.19	ENSG00000086102.19	506	524
zf-NF-X1	PF01422.19	ENSG00000086102.19	567	585
zf-NF-X1	PF01422.19	ENSG00000086102.19	622	654
zf-NF-X1	PF01422.19	ENSG00000086102.19	694	706
zf-NF-X1	PF01422.19	ENSG00000086102.19	708	715
zf-NF-X1	PF01422.19	ENSG00000086102.19	721	739
zf-NF-X1	PF01422.19	ENSG00000086102.19	746	752
zf-NF-X1	PF01422.19	ENSG00000086102.19	772	796
zf-NF-X1	PF01422.19	ENSG00000086102.19	832	857
zf-NF-X1	PF01422.19	ENSG00000086102.19	863	883
Homeodomain	PF00046.31	ENSG00000165259.14	437	496
HMG_box	PF00505.21	ENSG00000258724.1	105	165
zf-CCCH	PF00642.26	ENSG00000160201.12	13	39
zf-CCCH	PF00642.26	ENSG00000160201.12	149	175
T-box	PF00907.24	ENSG00000122145.15	94	283
zf-C2H2	PF00096.28	ENSG00000181315.11	71	93
zf-C2H2	PF00096.28	ENSG00000181315.11	127	149
zf-C2H2	PF00096.28	ENSG00000181315.11	155	177
zf-C2H2	PF00096.28	ENSG00000181315.11	183	205
zf-C2H2	PF00096.28	ENSG00000181315.11	211	233
zf-C2H2	PF00096.28	ENSG00000181315.11	239	261
zf-C2H2	PF00096.28	ENSG00000181315.11	267	289
Homeodomain	PF00046.31	ENSG00000153779.11	51	108
Forkhead	PF00250.20	ENSG00000164379.7	118	205
zf-C2H2	PF00096.28	ENSG00000198146.4	27	49
zf-C2H2	PF00096.28	ENSG00000198146.4	55	77
zf-C2H2	PF00096.28	ENSG00000198146.4	160	182
zf-C2H2	PF00096.28	ENSG00000198146.4	188	210
zf-C2H2	PF00096.28	ENSG00000198146.4	475	497
zf-C2H2	PF00096.28	ENSG00000198146.4	503	525
zf-C2H2	PF00096.28	ENSG00000198146.4	625	647
zf-C2H2	PF00096.28	ENSG00000198146.4	653	675
zf-C2H2	PF00096.28	ENSG00000100105.18	356	377
zf-C2H2	PF00096.28	ENSG00000100105.18	383	405
zf-C2H2	PF00096.28	ENSG00000100105.18	413	436
zf-C2H2	PF00096.28	ENSG00000100105.18	496	518
zf-C2H2	PF00096.28	ENSG00000100105.18	605	628
Homeodomain	PF00046.31	ENSG00000167034.10	125	181
bZIP_1	PF00170.23	ENSG00000170345.10	135	197
bZIP_2	PF07716.17	ENSG00000170345.10	136	189
bZIP_Maf	PF03131.19	ENSG00000170345.10	125	200
zf-C2H2	PF00096.28	ENSG00000095951.17	406	428
zf-C2H2	PF00096.28	ENSG00000095951.17	434	456
zf-C2H2	PF00096.28	ENSG00000095951.17	2088	2110
zf-C2H2	PF00096.28	ENSG00000095951.17	2116	2140
ARID	PF01388.23	ENSG00000008083.14	604	709
bZIP_1	PF00170.23	ENSG00000140044.13	81	144
bZIP_2	PF07716.17	ENSG00000140044.13	81	135
bZIP_Maf	PF03131.19	ENSG00000140044.13	77	147
zf-C2HC	PF01530.20	ENSG00000288000.1	871	899
Myb_DNA-binding	PF00249.33	ENSG00000101057.16	31	77
Myb_DNA-binding	PF00249.33	ENSG00000101057.16	83	129
Myb_DNA-binding	PF00249.33	ENSG00000101057.16	135	180
Ets	PF00178.24	ENSG00000154727.11	321	400
HLH	PF00010.28	ENSG00000168267.7	164	216
Pou	PF00157.19	ENSG00000196767.9	189	260
Homeodomain	PF00046.31	ENSG00000196767.9	279	335
Homeodomain	PF00046.31	ENSG00000016082.15	182	238
Forkhead	PF00250.20	ENSG00000137273.6	99	185
HMG_box	PF00505.21	ENSG00000124766.7	59	127
Myb_DNA-binding	PF00249.33	ENSG00000136770.11	494	543
HLH	PF00010.28	ENSG00000172201.12	64	105
PAX	PF00292.20	ENSG00000196092.14	16	140
zf-C2H2	PF00096.28	ENSG00000196693.15	329	351
zf-C2H2	PF00096.28	ENSG00000196693.15	357	379
zf-C2H2	PF00096.28	ENSG00000196693.15	385	407
zf-C2H2	PF00096.28	ENSG00000196693.15	413	435
zf-C2H2	PF00096.28	ENSG00000196693.15	441	463
zf-C2H2	PF00096.28	ENSG00000196693.15	469	491
zf-C2H2	PF00096.28	ENSG00000196693.15	497	519
zf-C2H2	PF00096.28	ENSG00000196693.15	525	547
zf-C2H2	PF00096.28	ENSG00000196693.15	553	575
zf-C2H2	PF00096.28	ENSG00000196693.15	581	603
zf-C2H2	PF00096.28	ENSG00000196693.15	609	631
zf-C2H2	PF00096.28	ENSG00000196693.15	637	659
zf-C2H2	PF00096.28	ENSG00000196693.15	665	687
zf-C2H2	PF00096.28	ENSG00000196693.15	693	715
zf-C2H2	PF00096.28	ENSG00000196693.15	721	743
zf-C2H2	PF00096.28	ENSG00000196693.15	749	771
DP	PF08781.12	ENSG00000183434.10	195	333
E2F_TDP	PF02319.22	ENSG00000183434.10	107	188
zf-C2H2	PF00096.28	ENSG00000126003.7	68	92
zf-C2H2	PF00096.28	ENSG00000126003.7	98	120
Forkhead	PF00250.20	ENSG00000204612.1	12	98
Homeodomain	PF00046.31	ENSG00000131721.6	137	191
zf-C2H2	PF00096.28	ENSG00000149054.16	379	401
zf-C2H2	PF00096.28	ENSG00000149054.16	407	429
zf-C2H2	PF00096.28	ENSG00000149054.16	462	484
zf-C2H2	PF00096.28	ENSG00000149054.16	490	512
zf-C2H2	PF00096.28	ENSG00000141040.15	368	390
zf-C2H2	PF00096.28	ENSG00000141040.15	396	418
zf-C2H2	PF00096.28	ENSG00000141040.15	424	446
zf-C2H2	PF00096.28	ENSG00000141040.15	452	474
zf-C2H2	PF00096.28	ENSG00000141040.15	480	502
zf-C2H2	PF00096.28	ENSG00000141040.15	508	530
zf-C2H2	PF00096.28	ENSG00000141040.15	536	558
zf-C2H2	PF00096.28	ENSG00000141040.15	564	586
zf-C2H2	PF00096.28	ENSG00000141040.15	592	614
zf-C2H2	PF00096.28	ENSG00000141040.15	620	642
zf-C2H2	PF00096.28	ENSG00000141040.15	648	670
zf-C2H2	PF00096.28	ENSG00000141040.15	676	698
zf-C2H2	PF00096.28	ENSG00000141040.15	704	726
zf-C2H2	PF00096.28	ENSG00000141040.15	732	754
zf-C2H2	PF00096.28	ENSG00000156925.12	295	322
zf-C2H2	PF00096.28	ENSG00000156925.12	328	352
zf-C2H2	PF00096.28	ENSG00000156925.12	358	382
zf-C2H2	PF00096.28	ENSG00000156925.12	388	410
HSF_DNA-bind	PF00447.19	ENSG00000171116.7	99	211
Homeodomain	PF00046.31	ENSG00000101883.5	104	160
zf-C2H2	PF00096.28	ENSG00000149050.10	303	325
zf-C2H2	PF00096.28	ENSG00000149050.10	358	380
zf-C2H2	PF00096.28	ENSG00000149050.10	386	408
zf-C2H2	PF00096.28	ENSG00000149050.10	414	436
zf-C2H2	PF00096.28	ENSG00000149050.10	442	464
zf-C2H2	PF00096.28	ENSG00000149050.10	470	492
zf-C2H2	PF00096.28	ENSG00000149050.10	498	520
zf-C2H2	PF00096.28	ENSG00000149050.10	526	548
zf-C2H2	PF00096.28	ENSG00000149050.10	554	576
zf-CXXC	PF02008.22	ENSG00000138336.9	583	624
Forkhead	PF00250.20	ENSG00000054598.9	77	163
Forkhead	PF00250.20	ENSG00000187559.6	107	193
Homeodomain	PF00046.31	ENSG00000100987.15	165	221
ARID	PF01388.23	ENSG00000116017.11	240	326
Homeodomain	PF00046.31	ENSG00000118707.11	19	76
MH1	PF03165.18	ENSG00000175387.16	41	171
THAP	PF05485.14	ENSG00000131931.8	5	81
CUT	PF02376.17	ENSG00000205922.5	317	395
Homeodomain	PF00046.31	ENSG00000205922.5	415	470
HLH	PF00010.28	ENSG00000125968.9	66	106
zf-C2H2	PF00096.28	ENSG00000166478.10	237	261
zf-C2H2	PF00096.28	ENSG00000166478.10	267	291
zf-C2H2	PF00096.28	ENSG00000166478.10	297	321
zf-C2H2	PF00096.28	ENSG00000166478.10	357	381
zf-C2H2	PF00096.28	ENSG00000166478.10	417	440
zf-C2H2	PF00096.28	ENSG00000100811.14	325	347
zf-C2H2	PF00096.28	ENSG00000100811.14	353	377
zf-C2H2	PF00096.28	ENSG00000100811.14	383	407
zf-C2H2	PF00096.28	ENSG00000184828.10	392	414
zf-C2H2	PF00096.28	ENSG00000184828.10	448	469
Forkhead	PF00250.20	ENSG00000179772.8	17	103
zf-C2H2	PF00096.28	ENSG00000165512.5	55	77
zf-C2H2	PF00096.28	ENSG00000165512.5	83	105
zf-C2H2	PF00096.28	ENSG00000165512.5	111	133
zf-C2H2	PF00096.28	ENSG00000165512.5	139	161
zf-C2H2	PF00096.28	ENSG00000165512.5	167	189
Homeodomain	PF00046.31	ENSG00000091656.19	2130	2186
Homeodomain	PF00046.31	ENSG00000091656.19	2227	2283
Homeodomain	PF00046.31	ENSG00000091656.19	2606	2662
Homeodomain	PF00046.31	ENSG00000091656.19	2930	2986
zf-C2H2	PF00096.28	ENSG00000091656.19	699	723
zf-C2H2	PF00096.28	ENSG00000091656.19	1593	1617
Homeodomain	PF00046.31	ENSG00000109851.7	183	238
MH1	PF03165.18	ENSG00000137834.15	172	270
zf-C2H2	PF00096.28	ENSG00000125850.11	147	169
zf-C2H2	PF00096.28	ENSG00000125850.11	175	198
zf-C2H2	PF00096.28	ENSG00000125850.11	214	237
bZIP_2	PF07716.17	ENSG00000165030.4	72	125
HMG_box	PF00505.21	ENSG00000164736.6	68	136
zf-C2H2	PF00096.28	ENSG00000172466.16	251	273
zf-C2H2	PF00096.28	ENSG00000172466.16	279	301
zf-C2H2	PF00096.28	ENSG00000172466.16	307	329
zf-C2H2	PF00096.28	ENSG00000172466.16	335	357
Homeodomain	PF00046.31	ENSG00000131668.14	143	199
MH1	PF03165.18	ENSG00000141905.19	91	195
HMG_box	PF00505.21	ENSG00000108064.11	50	118
HMG_box	PF00505.21	ENSG00000108064.11	155	219
zf-C2H2	PF00096.28	ENSG00000118922.18	317	341
zf-C2H2	PF00096.28	ENSG00000118922.18	347	371
zf-C2H2	PF00096.28	ENSG00000118922.18	377	399
zf-C2H2	PF00096.28	ENSG00000165244.7	167	189
zf-C2H2	PF00096.28	ENSG00000165244.7	195	219
zf-C2H2	PF00096.28	ENSG00000198026.8	562	584
HMG_box	PF00505.21	ENSG00000029993.15	6	79
HMG_box	PF00505.21	ENSG00000029993.15	93	161
zf-C2H2	PF00096.28	ENSG00000184937.16	426	450
zf-C2H2	PF00096.28	ENSG00000184937.16	456	478
Homeodomain	PF00046.31	ENSG00000152804.11	138	194
zf-CCCH	PF00642.26	ENSG00000139793.20	15	40
zf-CCCH	PF00642.26	ENSG00000139793.20	177	203
zf-C2H2	PF00096.28	ENSG00000043355.12	333	357
zf-C2H2	PF00096.28	ENSG00000043355.12	363	387
zf-C2H2	PF00096.28	ENSG00000043355.12	393	415
zf-C2H2	PF00096.28	ENSG00000139800.9	467	491
zf-C2H2	PF00096.28	ENSG00000139800.9	527	551
Homeodomain	PF00046.31	ENSG00000169840.5	148	204
Homeodomain	PF00046.31	ENSG00000139515.6	147	203
Ets	PF00178.24	ENSG00000126767.18	6	86
THAP	PF05485.14	ENSG00000129028.9	5	90
SAND	PF01342.23	ENSG00000160224.17	198	248
E2F_TDP	PF02319.22	ENSG00000101412.13	128	192
Forkhead	PF00250.20	ENSG00000171956.7	12	98
zf-C2HC	PF01530.20	ENSG00000185513.17	643	671
zf-C2H2	PF00096.28	ENSG00000186496.12	251	273
zf-C2H2	PF00096.28	ENSG00000186496.12	307	329
Runt	PF00853.21	ENSG00000124813.23	102	230
Homeodomain	PF00046.31	ENSG00000136944.19	220	276
Myb_DNA-binding	PF00249.33	ENSG00000096401.8	8	54
Myb_DNA-binding	PF00249.33	ENSG00000096401.8	60	104
zf-C4	PF00105.20	ENSG00000164749.13	57	126
zf-C2H2	PF00096.28	ENSG00000198081.11	305	327
zf-C2H2	PF00096.28	ENSG00000198081.11	333	355
zf-C2H2	PF00096.28	ENSG00000198081.11	361	383
zf-C2H2	PF00096.28	ENSG00000198081.11	389	412
zf-C2H2	PF00096.28	ENSG00000198795.11	118	140
zf-C2H2	PF00096.28	ENSG00000198795.11	174	196
zf-C2H2	PF00096.28	ENSG00000198795.11	664	686
zf-C2H2	PF00096.28	ENSG00000198795.11	930	952
MBD	PF01429.21	ENSG00000136169.17	160	232
zf-C2H2	PF00096.28	ENSG00000147180.17	429	451
zf-C2H2	PF00096.28	ENSG00000147180.17	551	573
zf-C2H2	PF00096.28	ENSG00000147180.17	636	659
zf-C2H2	PF00096.28	ENSG00000147180.17	665	687
zf-C2H2	PF00096.28	ENSG00000147180.17	722	744
zf-C2H2	PF00096.28	ENSG00000147180.17	750	773
zf-CCCH	PF00642.26	ENSG00000100403.12	755	781
zf-CCCH	PF00642.26	ENSG00000100403.12	888	913
bZIP_2	PF07716.17	ENSG00000167074.15	232	285
bZIP_1	PF00170.23	ENSG00000167074.15	231	294
CSD	PF00313.24	ENSG00000172346.15	69	135
zf-C2H2	PF00096.28	ENSG00000101493.11	33	56
zf-C2H2	PF00096.28	ENSG00000101493.11	62	84
zf-C2H2	PF00096.28	ENSG00000101493.11	248	270
zf-C2H2	PF00096.28	ENSG00000101493.11	278	298
zf-C2H2	PF00096.28	ENSG00000101493.11	1098	1120
zf-C2H2	PF00096.28	ENSG00000272602.6	200	222
zf-C2H2	PF00096.28	ENSG00000272602.6	228	250
zf-C2H2	PF00096.28	ENSG00000272602.6	256	278
zf-C2H2	PF00096.28	ENSG00000272602.6	284	306
zf-C2H2	PF00096.28	ENSG00000272602.6	312	334
zf-C2H2	PF00096.28	ENSG00000272602.6	340	362
zf-C2H2	PF00096.28	ENSG00000272602.6	368	390
zf-C2H2	PF00096.28	ENSG00000272602.6	396	418
zf-C2H2	PF00096.28	ENSG00000272602.6	424	446
zf-C2H2	PF00096.28	ENSG00000272602.6	452	474
zf-C2H2	PF00096.28	ENSG00000272602.6	508	530
zf-C2H2	PF00096.28	ENSG00000272602.6	536	558
zf-C2H2	PF00096.28	ENSG00000272602.6	564	586
zf-C2H2	PF00096.28	ENSG00000272602.6	592	614
zf-C2H2	PF00096.28	ENSG00000272602.6	620	642
HLH	PF00010.28	ENSG00000164683.18	50	109
zf-C2H2	PF00096.28	ENSG00000186812.13	285	307
zf-C2H2	PF00096.28	ENSG00000186812.13	313	335
zf-C2H2	PF00096.28	ENSG00000186812.13	341	363
zf-C2H2	PF00096.28	ENSG00000186812.13	369	391
zf-C2H2	PF00096.28	ENSG00000186812.13	397	419
zf-C2H2	PF00096.28	ENSG00000186812.13	425	447
zf-C2H2	PF00096.28	ENSG00000186812.13	453	475
zf-C2H2	PF00096.28	ENSG00000186812.13	481	503
zf-C2H2	PF00096.28	ENSG00000186812.13	509	531
zf-C2H2	PF00096.28	ENSG00000175691.9	240	262
zf-C2H2	PF00096.28	ENSG00000175691.9	268	290
zf-C2H2	PF00096.28	ENSG00000175691.9	352	374
zf-C2H2	PF00096.28	ENSG00000175691.9	408	430
zf-C2H2	PF00096.28	ENSG00000175691.9	464	486
zf-C2H2	PF00096.28	ENSG00000175691.9	492	514
zf-C2H2	PF00096.28	ENSG00000175691.9	520	542
zf-C2H2	PF00096.28	ENSG00000175395.16	118	140
zf-C2H2	PF00096.28	ENSG00000175395.16	146	168
zf-C2H2	PF00096.28	ENSG00000175395.16	174	196
zf-C2H2	PF00096.28	ENSG00000175395.16	202	224
zf-C2H2	PF00096.28	ENSG00000175395.16	230	252
zf-C2H2	PF00096.28	ENSG00000175395.16	258	280
zf-C2H2	PF00096.28	ENSG00000175395.16	286	308
zf-C2H2	PF00096.28	ENSG00000175395.16	314	336
zf-C2H2	PF00096.28	ENSG00000175395.16	342	364
zf-C2H2	PF00096.28	ENSG00000175395.16	370	392
zf-C2H2	PF00096.28	ENSG00000175395.16	398	420
zf-C2H2	PF00096.28	ENSG00000175395.16	426	448
Homeodomain	PF00046.31	ENSG00000163132.8	173	229
DP	PF08781.12	ENSG00000198176.13	200	338
E2F_TDP	PF02319.22	ENSG00000198176.13	112	193
Ets	PF00178.24	ENSG00000124664.11	250	332
Pou	PF00157.19	ENSG00000184486.10	265	336
Homeodomain	PF00046.31	ENSG00000184486.10	355	411
zf-C2H2	PF00096.28	ENSG00000147596.4	461	483
zf-C2H2	PF00096.28	ENSG00000147596.4	489	511
zf-C2H2	PF00096.28	ENSG00000147596.4	546	568
zf-CCCH	PF00642.26	ENSG00000123200.17	38	63
Homeodomain	PF00046.31	ENSG00000203989.5	137	191
Homeodomain	PF00046.31	ENSG00000215612.8	204	260
HSF_DNA-bind	PF00447.19	ENSG00000283463.2	83	182
zf-C2H2	PF00096.28	ENSG00000063587.15	129	151
zf-C2H2	PF00096.28	ENSG00000063587.15	181	203
zf-C2H2	PF00096.28	ENSG00000063587.15	209	231
zf-C2H2	PF00096.28	ENSG00000063587.15	265	287
zf-C2H2	PF00096.28	ENSG00000063587.15	293	315
zf-C2H2	PF00096.28	ENSG00000063587.15	321	343
zf-C2H2	PF00096.28	ENSG00000063587.15	349	371
zf-C2H2	PF00096.28	ENSG00000063587.15	377	399
zf-C2H2	PF00096.28	ENSG00000063587.15	405	428
zf-C2H2	PF00096.28	ENSG00000147117.8	162	184
zf-C2H2	PF00096.28	ENSG00000147117.8	190	212
zf-C2H2	PF00096.28	ENSG00000147117.8	218	240
zf-C2H2	PF00096.28	ENSG00000147117.8	246	268
zf-C2H2	PF00096.28	ENSG00000147117.8	274	296
zf-C2H2	PF00096.28	ENSG00000147117.8	302	324
zf-C2H2	PF00096.28	ENSG00000147117.8	330	352
zf-C2H2	PF00096.28	ENSG00000147117.8	358	380
zf-C2H2	PF00096.28	ENSG00000147117.8	414	436
zf-C2H2	PF00096.28	ENSG00000147117.8	470	492
ARID	PF01388.23	ENSG00000073614.13	86	170
zf-C2H2	PF00096.28	ENSG00000057657.17	589	611
zf-C2H2	PF00096.28	ENSG00000057657.17	617	639
zf-C2H2	PF00096.28	ENSG00000057657.17	645	667
zf-C2H2	PF00096.28	ENSG00000189180.16	347	369
zf-C2H2	PF00096.28	ENSG00000189180.16	375	397
zf-C2H2	PF00096.28	ENSG00000189180.16	403	425
zf-C2H2	PF00096.28	ENSG00000189180.16	431	453
zf-C2H2	PF00096.28	ENSG00000189180.16	459	481
zf-C2H2	PF00096.28	ENSG00000189180.16	487	509
zf-C2H2	PF00096.28	ENSG00000189180.16	515	537
zf-C2H2	PF00096.28	ENSG00000189180.16	543	565
zf-C2H2	PF00096.28	ENSG00000189180.16	571	593
zf-C2H2	PF00096.28	ENSG00000189180.16	599	621
zf-C2H2	PF00096.28	ENSG00000189180.16	627	649
zf-C2H2	PF00096.28	ENSG00000189180.16	655	677
zf-C2H2	PF00096.28	ENSG00000189180.16	683	705
zf-C2H2	PF00096.28	ENSG00000189180.16	711	733
zf-C2H2	PF00096.28	ENSG00000189180.16	739	761
zf-C2H2	PF00096.28	ENSG00000189180.16	767	789
HLH	PF00010.28	ENSG00000205927.5	109	163
zf-C2H2	PF00096.28	ENSG00000167785.9	153	174
zf-C2H2	PF00096.28	ENSG00000167785.9	180	202
zf-C2H2	PF00096.28	ENSG00000167785.9	208	230
zf-C2H2	PF00096.28	ENSG00000167785.9	264	286
zf-C2H2	PF00096.28	ENSG00000167785.9	292	314
zf-C2H2	PF00096.28	ENSG00000167785.9	320	342
zf-C2H2	PF00096.28	ENSG00000167785.9	348	370
zf-C2H2	PF00096.28	ENSG00000167785.9	376	398
