species,species_prot_acc,Distance,MostRelatedSpecies,ProteinAcc,Description
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1001.5,1.305652,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0008636,hbn
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.745,1.0989820000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000061,al
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.746,1.187367,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000061,al
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.33.1,1.7018559400000002,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0025334,PHDP
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.33,1.81118274,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0025334,PHDP
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.243,1.4835595000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0025334,PHDP
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.47,1.47349,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0085369,Drgx
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.432,0.95028,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0030058,CG11294
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1108.498,1.7772556,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0030058,CG11294
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1505.137,1.112269,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0024184,unc-4
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1005.3,1.4536244999999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0085396,CG34367
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1001.15,1.8015318699999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0030058,CG11294
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1202.113.1,2.088863,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0005613,Sox15
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1202.113,2.088863,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0005613,Sox15
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.478.1,1.4185784187000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0036411,Sox21a
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.478,1.5268588900000002,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0036411,Sox21a
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1408.26,1.4652597900000002,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0036411,Sox21a
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1301.671,1.9710147299999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0036411,Sox21a
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.280,1.36936883,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0036411,Sox21a
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.284,1.074567,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0042630,Sox21b
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.281,1.1775989999999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000411,D
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.279,1.0614847,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0036411,Sox21a
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.719,1.251814,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0029123,SoxN
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1301.271,1.053662,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0011723,byn
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0211.68,1.09932,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000179,bi
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.92,0.9669561799999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0028789,Doc1
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0206.43,1.096081,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0021767,org-1
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.433,0.89070800000000006,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0261963,mid
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.435.1,1.021275,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0261963,mid
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.435.2,1.0214746000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0261963,mid
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.435,0.9122084000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0261963,mid
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1301.677,0.645015,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0019650,toy
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1301.690,1.2401851,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0019650,toy
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.271.1,1.0742229,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000625,eyg
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.271,1.0484995087,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000625,eyg
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.143,0.9623079,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001147,gsb-n
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.143.1,0.8772959087000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001147,gsb-n
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.142,0.7819875087000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001148,gsb
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.142.3,0.9437892000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001148,gsb
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.142.1,0.9387540000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001148,gsb
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0503.142.2,0.8097640087,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001148,gsb
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0821.128,0.7604462000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003129,Poxm
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1001.152.1,1.1330692999999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003130,Poxn
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1001.152,1.0874689087,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003130,Poxn
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.90,1.1934793400000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0005561,sv
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.90.2,1.20607956,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0005561,sv
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1807.90.1,1.18775654,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0005561,sv
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0821.102,0.849234,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0287186,scro
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.25,1.600497,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0004862,bap
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.24,2.19102836,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0004110,tin
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1603.53,1.6332674,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0261930,vnd
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1603.53.1,1.6053406,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0261930,vnd
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0821.19,1.884237,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0039286,dan
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1805.203,2.5444497999999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0017414,cag
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0606.383,2.6894488,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0017414,cag
Heliconius,erato_demophoon_v1_CREPE_FL_novel_model_231,2.300847862,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0017414,cag
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1301.536,2.3854550000000003,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0086680,vvl
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1301.537,1.0537587754,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0086680,vvl
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.162,1.8459960999999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0085424,nub
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1101.3.3,2.1597212,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1101.3.2,2.1597212,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1101.3.2.1,2.1597212,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1101.3.1,1.9999901999999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1101.3,1.7350170967999998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1102.1.1,1.7038024,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1102.1,1.7038024,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1102.1.2,1.7038024,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1102.1.4,1.68773177,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1102.1.3,1.67730874,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1102.2.2,1.2382020968,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1102.2.2.1,1.6012196,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1102.2,1.6777160000000002,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1102.2.1,1.50867,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003117,pnr
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1301.115,1.28033,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0001138,grn
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1202.701.1,1.9029046000000003,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0278608,Dsp1
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.102,0.938329,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0278608,Dsp1
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.409,2.0060663,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0011766,E2f1
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1108.101,2.0424105,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0011766,E2f1
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.627.3,1.85416225,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002521,pho
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.627,1.85506671,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002521,pho
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.627.2,1.84835705,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002521,pho
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.627.1,1.84992015,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002521,pho
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato2001.627.4,1.84992015,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0002521,pho
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0101.23,0.494281,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0003460,so
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1801.64,0.6269629999999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0025360,Optix
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0215.50,0.555458,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0040918,schlank
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1007.91,1.592076,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0011236,ken
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.25,2.29400272,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0030455,CG4318
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.25.1,2.27282512,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0030455,CG4318
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1301.450,2.29035543,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0030455,CG4318
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0606.350,2.24309475,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0030455,CG4318
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1505.118,2.26075507,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0030455,CG4318
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0606.349,2.2404976700000003,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0030455,CG4318
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.207,0.372725,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0025800,Smox
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1904.247,0.200317,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0011648,Mad
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato1701.263,0.9378217,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0040010,CG17493
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.13,0.89762789,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148,0.891915627726,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.16,0.891915907,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.5,0.8919161862739999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.4,0.8919164655479999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.3,0.8919167448219999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.2,0.8919173033699999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.1,0.8919181411919999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.20,0.8919181411919999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.21,0.8919175826439998,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.15,0.8919170240959999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.14,0.8948423999999999,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.10,0.96403428,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.18,0.96403428,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.11,0.96403428,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.17,0.95943992,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.6,0.95943992,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.8,0.95943992,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.9,0.9507184000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
Heliconius,erato_demophoon_v1_CREPE_FL_evm.model.Herato0701.148.7,0.9507184000000001,Drosophila_melanogaster_BDGP6_32_pep_all,FBgn0000448,Hr3
